ISBN;Bname;Bnumber;BID
0000800376;思想政治教育发展报告.2014/2015;2;691
0000549129;悬崖边的辩护:中国首席刑辩大律师X手记;3;692
0000549129;悬崖边的辩护:中国首席刑辩大律师X手记;3;693
0000549129;悬崖边的辩护:中国首席刑辩大律师X手记;3;694
0000688621;意大利黑手党的历史;2;695
0000688621;意大利黑手党的历史;2;696
0000656037;法律的概念.第2版;3;697
0000656037;法律的概念.第2版;3;698
0000656037;法律的概念.第2版;3;699
0000771881;环境法前沿问题研究;1;700
0000807637;论中国特色社会主义现代化理论的形成与发展;1;701
0000749162;环境法学.第3版;3;702
0000749162;环境法学.第3版;3;703
0000749162;环境法学.第3版;3;704
0000665709;西方法律思想史教程;3;705
0000665709;西方法律思想史教程;3;706
0000665709;西方法律思想史教程;3;707
0000763676;保险法诸问题与新展望;2;708
0000763676;保险法诸问题与新展望;2;709
0000717061;中国学校安全立法研究;1;710
0000791055;王名扬全集.1,英国行政法 比较行政法;1;711
0000719213;马克思主义发展史;3;712
0000719213;马克思主义发展史;3;713
0000719213;马克思主义发展史;3;714
0000803878;犯罪主观要件证明问题研究;1;715
0000810331;生死关头:中国共产党的道路抉择;2;716
0000810331;生死关头:中国共产党的道路抉择;2;717
0000700281;魏晋南北朝州制度研究;1;718
0000737326;侵权责任法典型案例与法律适用;1;719
0000772339;薪酬福利与绩效管理;2;720
0000772339;薪酬福利与绩效管理;2;721
0000736946;论犯罪与刑罚;3;722
0000736946;论犯罪与刑罚;3;723
0000736946;论犯罪与刑罚;3;724
0000770791;中国环境法治.2014年卷 (下);1;725
0000779053;中国共产党90年史话;2;726
0000779053;中国共产党90年史话;2;727
0000804721;西方法律思想史论;2;728
0000804721;西方法律思想史论;2;729
0000805556;行政法学.第4版;2;730
0000805556;行政法学.第4版;2;731
0000812600;生命教育视野下的思想政治教育研究;2;732
0000812600;生命教育视野下的思想政治教育研究;2;733
0000755092;行政职业能力测验;1;734
0000800617;宪法.第4版;3;735
0000800617;宪法.第4版;3;736
0000800617;宪法.第4版;3;737
0000641347;中国妇女史读本;2;738
0000641347;中国妇女史读本;2;739
0000801762;社会契约论;3;740
0000801762;社会契约论;3;741
0000801762;社会契约论;3;742
0000555581;法令不能改变社会;2;743
0000555581;法令不能改变社会;2;744
0000754199;财政税收法.第6版;2;745
0000754199;财政税收法.第6版;2;746
0000773087;当代韩国民族主义研究;2;747
0000773087;当代韩国民族主义研究;2;748
0000779067;中国外交.2015年版;1;749
0000657749;合同法总论.第3版;2;750
0000657749;合同法总论.第3版;2;751
0000791648;刑法学.第3版;2;752
0000791648;刑法学.第3版;2;753
0000807670;民法.第6版;3;754
0000807670;民法.第6版;3;755
0000807670;民法.第6版;3;756
0000790566;刑法总论.第2版;2;757
0000790566;刑法总论.第2版;2;758
0000713589;竞争法;1;759
0000793763;法庭的故事.增订版;2;760
0000793763;法庭的故事.增订版;2;761
0000803889;日本学者中国法制史论著选,魏晋隋唐卷;1;762
0000726286;中国法制史.第3版;3;763
0000726286;中国法制史.第3版;3;764
0000726286;中国法制史.第3版;3;765
0000167639;政治学原理;1;766
0000282608;立法学;2;767
0000282608;立法学;2;768
0000752960;当代世界政治与经济;2;769
0000752960;当代世界政治与经济;2;770
0000654297;刑法学.第4版;3;771
0000654297;刑法学.第4版;3;772
0000654297;刑法学.第4版;3;773
0000774385;风云论道;1;774
0000657744;罪刑法定原则在近代中国;1;775
0000676409;农民专业合作社之法理探究与实践;2;776
0000676409;农民专业合作社之法理探究与实践;2;777
0000801768;友爱与背叛:西方同性恋历史研究;2;778
0000801768;友爱与背叛:西方同性恋历史研究;2;779
0000784274;无言的义务:环境法的最高境界;1;780
0000679985;向警予文集;1;781
0000778799;马克思主义政治理论研究;2;782
0000778799;马克思主义政治理论研究;2;783
0000785172;行政管理学.第2版;3;784
0000785172;行政管理学.第2版;3;785
0000785172;行政管理学.第2版;3;786
0000804955;周恩来、邓颖超与池田大作;1;787
0000693620;魏晋之际的政治权力与家族网络;1;788
0000690823;中华人民共和国刑法的孕育诞生和发展完善;1;789
0000715106;政治哲学史;1;790
0000804934;侵权责任法.第4版;2;791
0000804934;侵权责任法.第4版;2;792
0000730766;社会主义核心价值观研究;2;793
0000730766;社会主义核心价值观研究;2;794
0000755049;申论范文宝典.第9版;1;795
0000738554;宪法学导论:原理与应用.第3版;3;796
0000738554;宪法学导论:原理与应用.第3版;3;797
0000738554;宪法学导论:原理与应用.第3版;3;798
0000786053;劳动法.第3版;2;799
0000786053;劳动法.第3版;2;800
0000279053;民法学说与判例研究.第一册.修订版;3;801
0000279053;民法学说与判例研究.第一册.修订版;3;802
0000279053;民法学说与判例研究.第一册.修订版;3;803
0000801566;犯罪行为与心理;1;804
0000807313;中国法制史原理与案例教程.第3版;2;805
0000807313;中国法制史原理与案例教程.第3版;2;806
0000694300;理论热点面对面.2012,辩证看 务实办;3;807
0000694300;理论热点面对面.2012,辩证看 务实办;3;808
0000694300;理论热点面对面.2012,辩证看 务实办;3;809
0000808049;朱迪斯·巴特勒的后结构女性主义与伦理思想;1;810
0000668495;法学方法论;2;811
0000668495;法学方法论;2;812
0000813252;法学的圣殿:西方法律思想与法学流派;1;813
0000636492;土地革命如火如荼:1927-1937;1;814
0000713031;侦查讯问策略与技巧;1;815
0000789245;中国共产党妇女工作史:1921-1949;1;816
0000660608;野行集:与法有缘三十年;1;817
0000697878;传承与变革:从君主民本到民主宪政;1;818
0000769968;明代政治制度的源流与得失;2;819
0000769968;明代政治制度的源流与得失;2;820
0000751454;摆脱贫困;2;821
0000751454;摆脱贫困;2;822
0000772188;爱与黑暗:“二战”时期欧洲的同性恋者;2;823
0000772188;爱与黑暗:“二战”时期欧洲的同性恋者;2;824
0000789149;中华人民共和国宪法典.第3版;2;825
0000789149;中华人民共和国宪法典.第3版;2;826
0000810763;正义的谎言;2;827
0000810763;正义的谎言;2;828
0000699025;新中国成立以来共产党执政建设历程;1;829
0000740042;公共管理学.第2版;3;830
0000740042;公共管理学.第2版;3;831
0000740042;公共管理学.第2版;3;832
0000811611;全球治理转型与新兴国家;1;833
0000798529;维多利亚时期伦敦社会分层研究;2;834
0000798529;维多利亚时期伦敦社会分层研究;2;835
0000558666;商法总论.2版;2;836
0000558666;商法总论.2版;2;837
0000781659;证据法学;2;838
0000781659;证据法学;2;839
0000791963;中外立法制度比较;1;840
0000737664;法律方法论.第2版;2;841
0000737664;法律方法论.第2版;2;842
0000737140;刑法教学法条;3;843
0000737140;刑法教学法条;3;844
0000737140;刑法教学法条;3;845
0000803877;社会冲突与诉讼机制.第3版;1;846
0000266643;刑法专论.上编;1;847
0000824125;两汉魏晋南北朝宰相制度研究;1;848
0000788293;公主之死:你所不知道的中国法律史;1;849
0000797043;日本航空母舰全史;1;850
0000744766;日本驱逐舰全史;1;851
0000730479;长兵器;2;852
0000730479;长兵器;2;853
0000800934;日本军舰史;1;854
0000546517;世界海军图鉴;1;855
0000630420;每天读点素书;1;856
0000526285;三十六计战争行动;3;857
0000526285;三十六计战争行动;3;858
0000526285;三十六计战争行动;3;859
0000730375;孙子兵法;3;860
0000730375;孙子兵法;3;861
0000730375;孙子兵法;3;862
0000637020;国防论;2;863
0000637020;国防论;2;864
0000714774;惨胜:抗战正面战场大写意;2;865
0000714774;惨胜:抗战正面战场大写意;2;866
0000446166;先秦兵书研究;2;867
0000446166;先秦兵书研究;2;868
0000630340;古代兵学文化探论;2;869
0000630340;古代兵学文化探论;2;870
0000107434;美国军事战略;2;871
0000107434;美国军事战略;2;872
0000712662;六韬 鬼谷子;2;873
0000712662;六韬 鬼谷子;2;874
0000668609;生态战;2;875
0000668609;生态战;2;876
0000700478;新海权论:中国崛起的海洋之路;2;877
0000700478;新海权论:中国崛起的海洋之路;2;878
0000638346;抗美援朝:60年后的回眸;2;879
0000638346;抗美援朝:60年后的回眸;2;880
0000798562;六韬;2;881
0000798562;六韬;2;882
0000689404;孙膑兵法新编注译;2;883
0000689404;孙膑兵法新编注译;2;884
0000744767;日本自卫队;2;885
0000744767;日本自卫队;2;886
0000558615;世界第一等战俘营:联合国军战俘在朝鲜;2;887
0000558615;世界第一等战俘营:联合国军战俘在朝鲜;2;888
0000730786;战争论;3;889
0000730786;战争论;3;890
0000730786;战争论;3;891
0000440318;闪击波兰;3;892
0000440318;闪击波兰;3;893
0000440318;闪击波兰;3;894
0000674759;新校竹简本孙子释义;3;895
0000674759;新校竹简本孙子释义;3;896
0000674759;新校竹简本孙子释义;3;897
0000550065;孙子兵法全鉴;3;898
0000550065;孙子兵法全鉴;3;899
0000550065;孙子兵法全鉴;3;900
0000365852;世界王牌特种部队实录;3;901
0000365852;世界王牌特种部队实录;3;902
0000365852;世界王牌特种部队实录;3;903
0000536042;唯一的规则:《孙子》的斗争哲学;3;904
0000536042;唯一的规则:《孙子》的斗争哲学;3;905
0000536042;唯一的规则:《孙子》的斗争哲学;3;906
0000543759;素书全集;3;907
0000543759;素书全集;3;908
0000543759;素书全集;3;909
0000676683;两栖联合特种作战.图文本;3;910
0000676683;两栖联合特种作战.图文本;3;911
0000676683;两栖联合特种作战.图文本;3;912
0000752051;机关枪的社会史;3;913
0000752051;机关枪的社会史;3;914
0000752051;机关枪的社会史;3;915
0000195793;孙子兵法与人生智慧;6;916
0000195793;孙子兵法与人生智慧;6;917
0000195793;孙子兵法与人生智慧;6;918
0000195793;孙子兵法与人生智慧;6;919
0000195793;孙子兵法与人生智慧;6;920
0000195793;孙子兵法与人生智慧;6;921
0000501400;孙子启示录:插图眉批本;3;922
0000501400;孙子启示录:插图眉批本;3;923
0000501400;孙子启示录:插图眉批本;3;924
0000305224;兵行天下:国际军情大扫描;3;925
0000305224;兵行天下:国际军情大扫描;3;926
0000305224;兵行天下:国际军情大扫描;3;927
0000769459;诺曼底1944;3;928
0000769459;诺曼底1944;3;929
0000769459;诺曼底1944;3;930
0000432357;孙子兵法全集;3;931
0000432357;孙子兵法全集;3;932
0000432357;孙子兵法全集;3;933
0000671822;大国航母.第一部;3;934
0000671822;大国航母.第一部;3;935
0000671822;大国航母.第一部;3;936
0000280232;孙子兵法与为人处世;3;937
0000280232;孙子兵法与为人处世;3;938
0000280232;孙子兵法与为人处世;3;939
0000434631;中国历代军事工程.2版;3;940
0000434631;中国历代军事工程.2版;3;941
0000434631;中国历代军事工程.2版;3;942
0000733761;我读孙子;3;943
0000733761;我读孙子;3;944
0000733761;我读孙子;3;945
0000058549;中国人民解放军;3;946
0000058549;中国人民解放军;3;947
0000058549;中国人民解放军;3;948
0000752045;日本海军联合舰队舰艇全览;3;949
0000752045;日本海军联合舰队舰艇全览;3;950
0000752045;日本海军联合舰队舰艇全览;3;951
0000732664;素书;3;952
0000732664;素书;3;953
0000732664;素书;3;954
0000724309;网上开店创业指南:轻轻松松赚进100万;1;955
0000313849;房地产经济学;1;956
0000675817;国际金融学.第3版;1;957
0000791232;魔鬼经济学.2;2;958
0000791232;魔鬼经济学.2;2;959
0000752142;乌合之众:大众心理研究;4;960
0000752142;乌合之众:大众心理研究;4;961
0000752142;乌合之众:大众心理研究;4;962
0000752142;乌合之众:大众心理研究;4;963
0000754901;经济思想史;3;964
0000754901;经济思想史;3;965
0000754901;经济思想史;3;966
0000746385;移动互联网之巅:腾讯VS阿里巴巴;2;967
0000746385;移动互联网之巅:腾讯VS阿里巴巴;2;968
0000782416;国际结算.第6版;2;969
0000782416;国际结算.第6版;2;970
0000815444;东印度公司:巨额商业资本之兴衰;2;971
0000815444;东印度公司:巨额商业资本之兴衰;2;972
0000729226;英国经济史;2;973
0000729226;英国经济史;2;974
0000832529;科技进步与中国经济发展方式转变;2;975
0000832529;科技进步与中国经济发展方式转变;2;976
0000774705;人类行为的经济分析;2;977
0000774705;人类行为的经济分析;2;978
0000781929;马克思的文化观与当代中国文化建设;1;979
0000737206;1844年经济学哲学手稿.第3版;2;980
0000737206;1844年经济学哲学手稿.第3版;2;981
0000790874;哥达纲领批判;2;982
0000790874;哥达纲领批判;2;983
0000795346;马克思主义前沿问题;2;984
0000795346;马克思主义前沿问题;2;985
0000780157;列宁的政党观;2;986
0000780157;列宁的政党观;2;987
0000762216;1844年经济学哲学手稿;2;988
0000762216;1844年经济学哲学手稿;2;989
0000779151;毛泽东传;6;990
0000779151;毛泽东传;6;991
0000779151;毛泽东传;6;992
0000779151;毛泽东传;6;993
0000779151;毛泽东传;6;994
0000779151;毛泽东传;6;995
0000635519;马克思恩格斯论述金融危机与经济危机;1;996
0000778324;毛泽东的故乡;2;997
0000778324;毛泽东的故乡;2;998
0000829709;毛泽东读书笔记精讲.肆,历史·附录卷;2;999
0000829709;毛泽东读书笔记精讲.肆,历史·附录卷;2;1000
0000815393;毛泽东在50年代.第3版;2;1001
0000815393;毛泽东在50年代.第3版;2;1002
0000305811;马克思恩格斯全集.第3卷;1;1003
0000811636;马克思恩格斯要论精选.增订本;1;1004
