ISBN;Bname;Bnumber;BID;ZT
0000774262;自由主义.第3版;3;629;1
0000774262;自由主义.第3版;3;630;1
0000776904;法学进阶之路;4;631;1
0000776904;法学进阶之路;4;632;1
0000776904;法学进阶之路;4;633;1
0000776904;法学进阶之路;4;634;1
0000789543;新中国慈善制度发展研究;1;635;1
0000766002;沉默的自由.修订版;1;636;1
0000784413;养老服务业发展与个案研究;1;637;1
0000689375;政治学;1;638;1
0000752020;谁是真凶:清代命案的政治法律分析;2;639;1
0000752020;谁是真凶:清代命案的政治法律分析;2;640;1
0000762365;财税法专题研究.第3版;2;641;1
0000762365;财税法专题研究.第3版;2;642;1
0000527108;政府论;3;643;1
0000527108;政府论;3;644;1
0000527108;政府论;3;645;1
0000790779;刑法学.第7版;3;646;1
0000790779;刑法学.第7版;3;647;1
0000790779;刑法学.第7版;3;648;1
0000719038;清末社会危机与政府应对;1;649;1
0000790782;刑事诉讼法.第6版;3;650;1
0000790782;刑事诉讼法.第6版;3;651;1
0000790782;刑事诉讼法.第6版;3;652;1
0000759878;新时期中国共产党执政风险问题研究;1;653;1
0000263351;中国政治思想史;1;654;1
0000790022;劳动法.第5版;2;655;1
0000790022;劳动法.第5版;2;656;1
0000486957;党史杞记末编;3;657;1
0000486957;党史杞记末编;3;658;1
0000486957;党史杞记末编;3;659;1
0000803543;专利法学说与案例研究.一;1;660;1
0000759145;博登海默法理学;2;661;1
0000759145;博登海默法理学;2;662;1
0000713378;中国近代妇女史;2;663;1
0000713378;中国近代妇女史;2;664;1
0000333736;现代政治学;1;665;1
0000778329;朝鲜通信使文献选编.第一册;1;666;1
0000815566;合同法研究.第一卷.第3版;1;667;1
0000748615;民法思维之展开:尹田民法学演讲集.第2版;2;668;1
0000748615;民法思维之展开:尹田民法学演讲集.第2版;2;669;1
0000821041;菊与刀;3;670;1
0000821041;菊与刀;3;671;1
0000821041;菊与刀;3;672;1
0000767415;诉讼法学研究.第19卷;1;673;1
0000264569;国际经济政治概论;1;674;1
0000806073;非诉讼程序(ADR)教程.第3版;2;675;1
0000806073;非诉讼程序(ADR)教程.第3版;2;676;1
0000680782;商事案例分析;3;677;1
0000680782;商事案例分析;3;678;1
0000680782;商事案例分析;3;679;1
0000801520;中国共产党思想通史.第1卷;1;680;1
0000804412;“一带一路”公共外交报告;1;681;1
0000686772;侵权责任法.第2版;1;682;1
0000713388;法理学;1;683;1
0000707348;岳村政治:转型期中国乡村政治结构的变迁;1;684;1
0000698926;中国古代法制史学史研究:以历代古籍为中心;1;685;1
0000787208;环境侵害国家赔偿责任研究;1;686;1
0000777044;民法基本范畴研究;1;687;1
0000739634;世界各国发展中的社会冲突;1;688;1
0000555597;唐宋中书舍人研究;1;689;1
0000800376;思想政治教育发展报告.2014/2015;2;690;1
0000800376;思想政治教育发展报告.2014/2015;2;691;1
0000549129;悬崖边的辩护:中国首席刑辩大律师X手记;3;692;1
0000549129;悬崖边的辩护:中国首席刑辩大律师X手记;3;693;1
0000549129;悬崖边的辩护:中国首席刑辩大律师X手记;3;694;1
0000688621;意大利黑手党的历史;2;695;1
0000688621;意大利黑手党的历史;2;696;1
0000656037;法律的概念.第2版;3;697;1
0000656037;法律的概念.第2版;3;698;1
0000656037;法律的概念.第2版;3;699;1
0000771881;环境法前沿问题研究;1;700;1
0000807637;论中国特色社会主义现代化理论的形成与发展;1;701;1
0000749162;环境法学.第3版;3;702;1
0000749162;环境法学.第3版;3;703;1
0000749162;环境法学.第3版;3;704;1
0000665709;西方法律思想史教程;3;705;1
0000665709;西方法律思想史教程;3;706;1
0000665709;西方法律思想史教程;3;707;1
0000763676;保险法诸问题与新展望;2;708;1
0000763676;保险法诸问题与新展望;2;709;1
0000717061;中国学校安全立法研究;1;710;1
0000791055;王名扬全集.1,英国行政法 比较行政法;1;711;1
0000719213;马克思主义发展史;3;712;1
0000719213;马克思主义发展史;3;713;1
0000719213;马克思主义发展史;3;714;1
0000803878;犯罪主观要件证明问题研究;1;715;1
0000810331;生死关头:中国共产党的道路抉择;2;716;1
0000810331;生死关头:中国共产党的道路抉择;2;717;1
0000700281;魏晋南北朝州制度研究;1;718;1
0000737326;侵权责任法典型案例与法律适用;1;719;1
0000772339;薪酬福利与绩效管理;2;720;1
0000772339;薪酬福利与绩效管理;2;721;1
0000736946;论犯罪与刑罚;3;722;1
0000736946;论犯罪与刑罚;3;723;1
0000736946;论犯罪与刑罚;3;724;1
0000770791;中国环境法治.2014年卷 (下);1;725;1
0000779053;中国共产党90年史话;2;726;1
0000779053;中国共产党90年史话;2;727;1
0000804721;西方法律思想史论;2;728;1
0000804721;西方法律思想史论;2;729;1
0000805556;行政法学.第4版;2;730;1
0000805556;行政法学.第4版;2;731;1
0000812600;生命教育视野下的思想政治教育研究;2;732;1
0000812600;生命教育视野下的思想政治教育研究;2;733;1
0000755092;行政职业能力测验;1;734;1
0000800617;宪法.第4版;3;735;1
0000800617;宪法.第4版;3;736;1
0000800617;宪法.第4版;3;737;1
0000641347;中国妇女史读本;2;738;1
0000641347;中国妇女史读本;2;739;1
0000801762;社会契约论;3;740;1
0000801762;社会契约论;3;741;1
0000801762;社会契约论;3;742;1
0000555581;法令不能改变社会;2;743;1
0000555581;法令不能改变社会;2;744;1
0000754199;财政税收法.第6版;2;745;1
0000754199;财政税收法.第6版;2;746;1
0000773087;当代韩国民族主义研究;2;747;1
0000773087;当代韩国民族主义研究;2;748;1
0000779067;中国外交.2015年版;1;749;1
0000657749;合同法总论.第3版;2;750;1
0000657749;合同法总论.第3版;2;751;1
0000791648;刑法学.第3版;2;752;1
0000791648;刑法学.第3版;2;753;1
0000807670;民法.第6版;3;754;1
0000807670;民法.第6版;3;755;1
0000807670;民法.第6版;3;756;1
0000790566;刑法总论.第2版;2;757;1
0000790566;刑法总论.第2版;2;758;1
0000713589;竞争法;1;759;1
0000793763;法庭的故事.增订版;2;760;1
0000793763;法庭的故事.增订版;2;761;1
0000803889;日本学者中国法制史论著选,魏晋隋唐卷;1;762;1
0000726286;中国法制史.第3版;3;763;1
0000726286;中国法制史.第3版;3;764;1
0000726286;中国法制史.第3版;3;765;1
0000167639;政治学原理;1;766;1
0000282608;立法学;2;767;1
0000282608;立法学;2;768;1
0000752960;当代世界政治与经济;2;769;1
0000752960;当代世界政治与经济;2;770;1
0000654297;刑法学.第4版;3;771;1
0000654297;刑法学.第4版;3;772;1
0000654297;刑法学.第4版;3;773;1
0000774385;风云论道;1;774;1
0000657744;罪刑法定原则在近代中国;1;775;1
0000676409;农民专业合作社之法理探究与实践;2;776;1
0000676409;农民专业合作社之法理探究与实践;2;777;1
0000801768;友爱与背叛:西方同性恋历史研究;2;778;1
0000801768;友爱与背叛:西方同性恋历史研究;2;779;1
0000784274;无言的义务:环境法的最高境界;1;780;1
0000679985;向警予文集;1;781;1
0000778799;马克思主义政治理论研究;2;782;1
0000778799;马克思主义政治理论研究;2;783;1
0000785172;行政管理学.第2版;3;784;1
0000785172;行政管理学.第2版;3;785;1
0000785172;行政管理学.第2版;3;786;1
0000804955;周恩来、邓颖超与池田大作;1;787;1
0000693620;魏晋之际的政治权力与家族网络;1;788;1
0000690823;中华人民共和国刑法的孕育诞生和发展完善;1;789;1
0000715106;政治哲学史;1;790;1
0000804934;侵权责任法.第4版;2;791;1
0000804934;侵权责任法.第4版;2;792;1
0000730766;社会主义核心价值观研究;2;793;1
0000730766;社会主义核心价值观研究;2;794;1
0000755049;申论范文宝典.第9版;1;795;1
0000738554;宪法学导论:原理与应用.第3版;3;796;1
0000738554;宪法学导论:原理与应用.第3版;3;797;1
0000738554;宪法学导论:原理与应用.第3版;3;798;1
0000786053;劳动法.第3版;2;799;1
0000786053;劳动法.第3版;2;800;1
0000279053;民法学说与判例研究.第一册.修订版;3;801;1
0000279053;民法学说与判例研究.第一册.修订版;3;802;1
0000279053;民法学说与判例研究.第一册.修订版;3;803;1
0000801566;犯罪行为与心理;1;804;1
0000807313;中国法制史原理与案例教程.第3版;2;805;1
0000807313;中国法制史原理与案例教程.第3版;2;806;1
0000694300;理论热点面对面.2012,辩证看 务实办;3;807;1
0000694300;理论热点面对面.2012,辩证看 务实办;3;808;1
0000694300;理论热点面对面.2012,辩证看 务实办;3;809;1
0000808049;朱迪斯·巴特勒的后结构女性主义与伦理思想;1;810;1
0000668495;法学方法论;2;811;1
0000668495;法学方法论;2;812;1
0000813252;法学的圣殿:西方法律思想与法学流派;1;813;1
0000636492;土地革命如火如荼:1927-1937;1;814;1
0000713031;侦查讯问策略与技巧;1;815;1
0000789245;中国共产党妇女工作史:1921-1949;1;816;1
0000660608;野行集:与法有缘三十年;1;817;1
0000697878;传承与变革:从君主民本到民主宪政;1;818;1
0000769968;明代政治制度的源流与得失;2;819;1
0000769968;明代政治制度的源流与得失;2;820;1
0000751454;摆脱贫困;2;821;1
0000751454;摆脱贫困;2;822;1
0000772188;爱与黑暗:“二战”时期欧洲的同性恋者;2;823;1
0000772188;爱与黑暗:“二战”时期欧洲的同性恋者;2;824;1
0000789149;中华人民共和国宪法典.第3版;2;825;1
0000789149;中华人民共和国宪法典.第3版;2;826;1
0000810763;正义的谎言;2;827;1
0000810763;正义的谎言;2;828;1
0000699025;新中国成立以来共产党执政建设历程;1;829;1
0000740042;公共管理学.第2版;3;830;1
0000740042;公共管理学.第2版;3;831;1
0000740042;公共管理学.第2版;3;832;1
0000811611;全球治理转型与新兴国家;1;833;1
0000798529;维多利亚时期伦敦社会分层研究;2;834;1
0000798529;维多利亚时期伦敦社会分层研究;2;835;1
0000558666;商法总论.2版;2;836;1
0000558666;商法总论.2版;2;837;1
0000781659;证据法学;2;838;1
0000781659;证据法学;2;839;1
0000791963;中外立法制度比较;1;840;1
0000737664;法律方法论.第2版;2;841;1
0000737664;法律方法论.第2版;2;842;1
0000737140;刑法教学法条;3;843;1
0000737140;刑法教学法条;3;844;1
0000737140;刑法教学法条;3;845;1
0000803877;社会冲突与诉讼机制.第3版;1;846;1
0000266643;刑法专论.上编;1;847;1
0000824125;两汉魏晋南北朝宰相制度研究;1;848;1
0000788293;公主之死:你所不知道的中国法律史;1;849;1
0000797043;日本航空母舰全史;1;850;1
0000744766;日本驱逐舰全史;1;851;1
0000730479;长兵器;2;852;1
0000730479;长兵器;2;853;1
0000800934;日本军舰史;1;854;1
0000546517;世界海军图鉴;1;855;1
0000630420;每天读点素书;1;856;1
0000526285;三十六计战争行动;3;857;1
0000526285;三十六计战争行动;3;858;1
0000526285;三十六计战争行动;3;859;1
0000730375;孙子兵法;3;860;1
0000730375;孙子兵法;3;861;1
0000730375;孙子兵法;3;862;1
0000637020;国防论;2;863;1
0000637020;国防论;2;864;1
0000714774;惨胜:抗战正面战场大写意;2;865;1
0000714774;惨胜:抗战正面战场大写意;2;866;1
0000446166;先秦兵书研究;2;867;1
0000446166;先秦兵书研究;2;868;1
0000630340;古代兵学文化探论;2;869;1
0000630340;古代兵学文化探论;2;870;1
0000107434;美国军事战略;2;871;1
0000107434;美国军事战略;2;872;1
0000712662;六韬 鬼谷子;2;873;1
0000712662;六韬 鬼谷子;2;874;1
0000668609;生态战;2;875;1
0000668609;生态战;2;876;1
0000700478;新海权论:中国崛起的海洋之路;2;877;1
0000700478;新海权论:中国崛起的海洋之路;2;878;1
0000638346;抗美援朝:60年后的回眸;2;879;1
0000638346;抗美援朝:60年后的回眸;2;880;1
0000798562;六韬;2;881;1
0000798562;六韬;2;882;1
0000689404;孙膑兵法新编注译;2;883;1
0000689404;孙膑兵法新编注译;2;884;1
0000744767;日本自卫队;2;885;1
0000744767;日本自卫队;2;886;1
0000558615;世界第一等战俘营:联合国军战俘在朝鲜;2;887;1
0000558615;世界第一等战俘营:联合国军战俘在朝鲜;2;888;1
0000730786;战争论;3;889;1
0000730786;战争论;3;890;1
0000730786;战争论;3;891;1
0000440318;闪击波兰;3;892;1
0000440318;闪击波兰;3;893;1
0000440318;闪击波兰;3;894;1
0000674759;新校竹简本孙子释义;3;895;1
0000674759;新校竹简本孙子释义;3;896;1
0000674759;新校竹简本孙子释义;3;897;1
0000550065;孙子兵法全鉴;3;898;1
0000550065;孙子兵法全鉴;3;899;1
0000550065;孙子兵法全鉴;3;900;1
0000365852;世界王牌特种部队实录;3;901;1
0000365852;世界王牌特种部队实录;3;902;1
0000365852;世界王牌特种部队实录;3;903;1
0000536042;唯一的规则:《孙子》的斗争哲学;3;904;1
0000536042;唯一的规则:《孙子》的斗争哲学;3;905;1
0000536042;唯一的规则:《孙子》的斗争哲学;3;906;1
0000543759;素书全集;3;907;1
0000543759;素书全集;3;908;1
0000543759;素书全集;3;909;1
0000676683;两栖联合特种作战.图文本;3;910;1
0000676683;两栖联合特种作战.图文本;3;911;1
0000676683;两栖联合特种作战.图文本;3;912;1
0000752051;机关枪的社会史;3;913;1
0000752051;机关枪的社会史;3;914;1
0000752051;机关枪的社会史;3;915;1
0000195793;孙子兵法与人生智慧;6;916;1
0000195793;孙子兵法与人生智慧;6;917;1
0000195793;孙子兵法与人生智慧;6;918;1
0000195793;孙子兵法与人生智慧;6;919;1
0000195793;孙子兵法与人生智慧;6;920;1
0000195793;孙子兵法与人生智慧;6;921;1
0000501400;孙子启示录:插图眉批本;3;922;1
0000501400;孙子启示录:插图眉批本;3;923;1
0000501400;孙子启示录:插图眉批本;3;924;1
0000305224;兵行天下:国际军情大扫描;3;925;1
0000305224;兵行天下:国际军情大扫描;3;926;1
0000305224;兵行天下:国际军情大扫描;3;927;1
0000769459;诺曼底1944;3;928;1
0000769459;诺曼底1944;3;929;1
0000769459;诺曼底1944;3;930;1
0000432357;孙子兵法全集;3;931;1
0000432357;孙子兵法全集;3;932;1
0000432357;孙子兵法全集;3;933;1
0000671822;大国航母.第一部;3;934;1
0000671822;大国航母.第一部;3;935;1
0000671822;大国航母.第一部;3;936;1
0000280232;孙子兵法与为人处世;3;937;1
0000280232;孙子兵法与为人处世;3;938;1
0000280232;孙子兵法与为人处世;3;939;1
0000434631;中国历代军事工程.2版;3;940;1
0000434631;中国历代军事工程.2版;3;941;1
0000434631;中国历代军事工程.2版;3;942;1
0000733761;我读孙子;3;943;1
0000733761;我读孙子;3;944;1
0000733761;我读孙子;3;945;1
0000058549;中国人民解放军;3;946;1
0000058549;中国人民解放军;3;947;1
0000058549;中国人民解放军;3;948;1
0000752045;日本海军联合舰队舰艇全览;3;949;1
0000752045;日本海军联合舰队舰艇全览;3;950;1
0000752045;日本海军联合舰队舰艇全览;3;951;1
0000732664;素书;3;952;1
0000732664;素书;3;953;1
0000732664;素书;3;954;1
0000724309;网上开店创业指南:轻轻松松赚进100万;1;955;1
0000313849;房地产经济学;1;956;1
0000675817;国际金融学.第3版;1;957;1
0000791232;魔鬼经济学.2;2;958;1
0000791232;魔鬼经济学.2;2;959;1
0000752142;乌合之众:大众心理研究;4;960;1
0000752142;乌合之众:大众心理研究;4;961;1
0000752142;乌合之众:大众心理研究;4;962;1
